seq_id,flight,frame_idx,x,y,w,h,conf
18,flight_03_085014,1221,1705,412,117,83,0.6543
18,flight_03_085014,1222,1716,418,116,83,0.6668
18,flight_03_085014,1223,1727,422,115,82,0.6663
18,flight_03_085014,1224,1737,424,115,82,0.6727
18,flight_03_085014,1225,1737,425,116,83,0.6793
18,flight_03_085014,1226,1759,430,116,83,0.675
18,flight_03_085014,1227,1770,423,117,84,0.6712
18,flight_03_085014,1228,1779,436,117,84,0.6694
18,flight_03_085014,1229,1782,439,120,84,0.6579
18,flight_03_085014,1230,1782,439,120,84,0.6765
18,flight_03_085014,1231,1803,445,119,85,0.633
18,flight_03_085014,1232,1792,431,121,86,0.6408
18,flight_03_085014,1233,1792,438,121,86,0.6497
18,flight_03_085014,1234,1793,425,121,86,0.6388
18,flight_03_085014,1235,1793,431,121,87,0.6486
18,flight_03_085014,1236,1747,433,124,86,0.624
18,flight_03_085014,1237,1720,433,126,85,0.6451
18,flight_03_085014,1238,1713,431,128,84,0.6418
18,flight_03_085014,1239,1704,432,129,84,0.6478
18,flight_03_085014,1240,1675,434,130,83,0.6436
18,flight_03_085014,1241,1668,436,132,82,0.6443
18,flight_03_085014,1242,1657,438,133,81,0.6528
18,flight_03_085014,1243,1648,442,134,80,0.6632
18,flight_03_085014,1244,1639,440,135,80,0.659
18,flight_03_085014,1245,1625,440,137,79,0.6385
18,flight_03_085014,1246,1612,457,137,80,0.6319
18,flight_03_085014,1247,1615,448,138,79,0.666
18,flight_03_085014,1248,1603,444,139,79,0.6598
18,flight_03_085014,1249,1588,447,141,77,0.6384
18,flight_03_085014,1250,1581,447,143,76,0.649
18,flight_03_085014,1251,1566,450,143,76,0.6615
18,flight_03_085014,1252,1553,451,144,75,0.6585
18,flight_03_085014,1253,1549,452,145,74,0.673
18,flight_03_085014,1254,1545,453,145,73,0.6697
18,flight_03_085014,1255,1527,456,145,73,0.6764
18,flight_03_085014,1256,1520,456,146,72,0.672
18,flight_03_085014,1257,1507,457,148,72,0.6683
18,flight_03_085014,1258,1493,460,149,71,0.666
18,flight_03_085014,1259,1484,461,150,70,0.6719
18,flight_03_085014,1260,1471,461,152,70,0.6618
18,flight_03_085014,1261,1465,463,154,69,0.6691
18,flight_03_085014,1262,1466,463,154,69,0.6956
18,flight_03_085014,1263,1452,462,155,69,0.6827
18,flight_03_085014,1264,1430,440,156,69,0.6748
18,flight_03_085014,1265,1423,468,158,69,0.6862
18,flight_03_085014,1266,1410,466,160,70,0.7033
18,flight_03_085014,1267,1398,469,162,70,0.7033
18,flight_03_085014,1268,1392,468,163,71,0.71
18,flight_03_085014,1269,1382,469,164,72,0.7036
18,flight_03_085014,1270,1368,469,165,73,0.699
18,flight_03_085014,1271,1360,470,166,75,0.6909
18,flight_03_085014,1272,1349,469,166,77,0.6821
18,flight_03_085014,1273,1339,468,166,79,0.6864
18,flight_03_085014,1274,1312,439,165,80,0.6777
18,flight_03_085014,1275,1314,443,166,81,0.7015
18,flight_03_085014,1276,1302,450,167,81,0.7073
18,flight_03_085014,1277,1299,456,167,82,0.6999
18,flight_03_085014,1278,1292,464,166,83,0.688
18,flight_03_085014,1279,1252,463,167,84,0.69
18,flight_03_085014,1280,1244,463,169,85,0.7134
18,flight_03_085014,1281,1237,462,170,86,0.7164
18,flight_03_085014,1282,1226,461,171,87,0.7076
18,flight_03_085014,1283,1215,462,173,89,0.7133
18,flight_03_085014,1284,1202,466,173,91,0.6708
18,flight_03_085014,1285,1186,465,173,92,0.6711
18,flight_03_085014,1286,1171,463,174,93,0.6897
18,flight_03_085014,1287,1203,460,173,95,0.6826
18,flight_03_085014,1288,1150,460,174,96,0.6814
18,flight_03_085014,1289,1198,463,171,98,0.62
18,flight_03_085014,1290,1180,441,171,98,0.7019
18,flight_03_085014,1291,1170,452,169,99,0.6906
18,flight_03_085014,1292,1115,451,170,99,0.696
18,flight_03_085014,1293,984,420,171,97,0.6183
18,flight_03_085014,1294,972,417,170,95,0.7304
18,flight_03_085014,1295,968,413,168,94,0.7299
18,flight_03_085014,1296,926,417,168,92,0.7045
18,flight_03_085014,1297,917,417,169,90,0.7204
18,flight_03_085014,1298,940,414,165,90,0.7048
18,flight_03_085014,1299,930,415,162,89,0.7322
18,flight_03_085014,1300,924,417,161,88,0.7391
18,flight_03_085014,1301,920,420,160,87,0.7395
18,flight_03_085014,1302,917,422,159,85,0.735
18,flight_03_085014,1303,915,423,158,84,0.7346
18,flight_03_085014,1304,910,423,157,82,0.7329
18,flight_03_085014,1305,906,422,157,80,0.7255
18,flight_03_085014,1306,924,423,153,79,0.7208
18,flight_03_085014,1307,917,425,151,77,0.7191
18,flight_03_085014,1308,919,427,147,75,0.7264
18,flight_03_085014,1309,919,426,143,73,0.7349
18,flight_03_085014,1310,917,428,141,72,0.7382
18,flight_03_085014,1311,912,428,139,70,0.7284
18,flight_03_085014,1312,905,429,139,69,0.7423
18,flight_03_085014,1313,899,428,139,68,0.7424
18,flight_03_085014,1314,892,428,140,67,0.7396
18,flight_03_085014,1315,887,428,142,66,0.7403
18,flight_03_085014,1316,885,428,145,65,0.7345
18,flight_03_085014,1317,882,430,146,65,0.7503
18,flight_03_085014,1318,882,429,146,64,0.7526
18,flight_03_085014,1319,884,429,146,64,0.7535
18,flight_03_085014,1320,884,428,145,64,0.7477
18,flight_03_085014,1321,884,427,143,64,0.7459
18,flight_03_085014,1322,883,426,142,64,0.7562
18,flight_03_085014,1323,880,428,141,63,0.7566
18,flight_03_085014,1324,878,428,140,63,0.7572
18,flight_03_085014,1325,877,428,139,64,0.745
18,flight_03_085014,1326,876,428,137,64,0.7457
18,flight_03_085014,1327,874,426,136,64,0.7529
18,flight_03_085014,1328,872,427,136,64,0.7653
18,flight_03_085014,1329,869,427,136,64,0.7642
18,flight_03_085014,1330,868,426,136,64,0.7633
18,flight_03_085014,1331,865,427,136,64,0.7635
18,flight_03_085014,1332,863,427,136,63,0.7558
18,flight_03_085014,1333,859,428,138,63,0.7489
18,flight_03_085014,1334,854,429,141,62,0.7335
18,flight_03_085014,1335,850,429,144,61,0.7412
18,flight_03_085014,1336,848,430,147,60,0.739
18,flight_03_085014,1337,845,429,149,59,0.7523
18,flight_03_085014,1338,844,429,151,59,0.7609
18,flight_03_085014,1339,845,430,152,59,0.7579
18,flight_03_085014,1340,846,430,152,59,0.7578
18,flight_03_085014,1341,849,430,152,58,0.7595
18,flight_03_085014,1342,846,429,152,58,0.7577
18,flight_03_085014,1343,844,430,153,58,0.7365
18,flight_03_085014,1344,842,430,154,58,0.6997
18,flight_03_085014,1345,839,430,155,58,0.7278
18,flight_03_085014,1346,837,430,157,57,0.7041
18,flight_03_085014,1347,863,430,152,59,0.6733
18,flight_03_085014,1348,863,430,148,59,0.7099
18,flight_03_085014,1349,864,431,144,59,0.7182
18,flight_03_085014,1350,864,430,141,60,0.7253
18,flight_03_085014,1351,863,428,139,60,0.7342
18,flight_03_085014,1352,861,428,137,60,0.736
18,flight_03_085014,1353,858,430,136,61,0.7438
18,flight_03_085014,1354,857,429,137,61,0.7578
18,flight_03_085014,1355,857,429,138,61,0.7579
18,flight_03_085014,1356,855,431,139,62,0.7585
18,flight_03_085014,1357,855,431,138,63,0.7569
18,flight_03_085014,1358,853,432,139,63,0.7661
18,flight_03_085014,1359,852,432,140,62,0.754
18,flight_03_085014,1360,851,432,140,63,0.7645
18,flight_03_085014,1361,849,432,140,62,0.7511
18,flight_03_085014,1362,849,431,140,62,0.7615
18,flight_03_085014,1363,850,430,140,62,0.7631
18,flight_03_085014,1364,851,431,140,62,0.7645
18,flight_03_085014,1365,851,430,139,62,0.7598
18,flight_03_085014,1366,851,429,138,62,0.7479
18,flight_03_085014,1367,848,431,136,63,0.7462
18,flight_03_085014,1368,845,431,135,63,0.7503
18,flight_03_085014,1369,843,430,134,63,0.757
18,flight_03_085014,1370,842,429,134,63,0.7613
18,flight_03_085014,1371,842,429,133,64,0.753
18,flight_03_085014,1372,844,428,131,64,0.7497
18,flight_03_085014,1373,843,427,130,64,0.7563
18,flight_03_085014,1374,839,427,129,65,0.7589
18,flight_03_085014,1375,836,426,129,65,0.7706
18,flight_03_085014,1376,831,426,130,65,0.7729
18,flight_03_085014,1377,824,424,131,65,0.7695
18,flight_03_085014,1378,815,424,134,65,0.7692
18,flight_03_085014,1379,807,423,137,65,0.7654
18,flight_03_085014,1380,799,422,140,65,0.7627
18,flight_03_085014,1381,790,420,145,64,0.7448
18,flight_03_085014,1382,780,419,149,64,0.7651
18,flight_03_085014,1383,768,416,154,64,0.7554
18,flight_03_085014,1384,755,416,160,63,0.7368
18,flight_03_085014,1385,778,410,157,64,0.7235
18,flight_03_085014,1386,778,407,155,66,0.7174
18,flight_03_085014,1387,777,407,152,68,0.7165
18,flight_03_085014,1388,776,402,150,69,0.7253
18,flight_03_085014,1389,774,401,148,70,0.7463
18,flight_03_085014,1390,774,402,147,72,0.7453
18,flight_03_085014,1391,773,398,146,72,0.7645
18,flight_03_085014,1392,772,395,145,72,0.7677
18,flight_03_085014,1393,771,394,144,73,0.7709
18,flight_03_085014,1394,768,393,144,73,0.7739
18,flight_03_085014,1395,768,392,144,73,0.7823
18,flight_03_085014,1396,764,388,143,73,0.7748
18,flight_03_085014,1397,760,385,144,72,0.7695
18,flight_03_085014,1398,758,384,144,72,0.7781
18,flight_03_085014,1399,757,381,145,71,0.7581
18,flight_03_085014,1400,755,380,145,71,0.7806
18,flight_03_085014,1401,753,378,146,70,0.7638
18,flight_03_085014,1402,750,375,147,70,0.7714
18,flight_03_085014,1403,749,371,147,70,0.7735
18,flight_03_085014,1404,748,367,147,71,0.7855
18,flight_03_085014,1405,747,364,148,70,0.7844
18,flight_03_085014,1406,745,359,147,71,0.7762
18,flight_03_085014,1407,744,355,147,71,0.7877
18,flight_03_085014,1408,741,352,147,70,0.7829
18,flight_03_085014,1409,739,350,149,69,0.7711
18,flight_03_085014,1410,737,346,150,68,0.7529
18,flight_03_085014,1411,736,341,152,67,0.7557
18,flight_03_085014,1412,735,336,151,66,0.7738
18,flight_03_085014,1413,734,331,151,66,0.7845
18,flight_03_085014,1414,734,328,150,65,0.7879
18,flight_03_085014,1415,733,323,149,66,0.7878
18,flight_03_085014,1416,732,318,148,66,0.7833
18,flight_03_085014,1417,729,313,147,66,0.7884
18,flight_03_085014,1418,727,308,146,67,0.7854
18,flight_03_085014,1419,726,303,145,67,0.7818
18,flight_03_085014,1420,726,297,144,68,0.7887
18,flight_03_085014,1421,726,292,142,69,0.7827
18,flight_03_085014,1422,725,285,140,69,0.7864
18,flight_03_085014,1423,725,278,138,69,0.7974
18,flight_03_085014,1424,724,272,137,69,0.7994
18,flight_03_085014,1425,724,266,135,68,0.7969
18,flight_03_085014,1426,722,260,133,68,0.8036
18,flight_03_085014,1427,718,255,133,67,0.8044
18,flight_03_085014,1428,717,249,132,66,0.81
18,flight_03_085014,1429,713,245,132,66,0.8093
18,flight_03_085014,1430,713,239,131,65,0.8134
18,flight_03_085014,1431,711,235,130,64,0.8049
18,flight_03_085014,1432,709,229,128,63,0.8073
18,flight_03_085014,1433,708,224,125,62,0.8075
18,flight_03_085014,1434,707,221,124,62,0.8058
18,flight_03_085014,1435,707,217,121,62,0.8029
18,flight_03_085014,1436,707,212,118,62,0.8
18,flight_03_085014,1437,706,209,116,61,0.8117
18,flight_03_085014,1438,706,204,113,60,0.8043
18,flight_03_085014,1439,703,202,111,59,0.8159
18,flight_03_085014,1440,700,198,109,58,0.8179
18,flight_03_085014,1441,698,195,107,58,0.8207
18,flight_03_085014,1442,694,192,106,57,0.8271
18,flight_03_085014,1443,691,189,105,57,0.8283
18,flight_03_085014,1444,688,186,104,56,0.829
18,flight_03_085014,1445,685,184,103,57,0.8251
18,flight_03_085014,1446,680,181,103,57,0.831
18,flight_03_085014,1447,678,178,102,56,0.8307
18,flight_03_085014,1448,674,175,100,57,0.8257
18,flight_03_085014,1449,673,173,99,56,0.8339
18,flight_03_085014,1450,669,172,98,56,0.8349
18,flight_03_085014,1451,665,169,98,56,0.8409
18,flight_03_085014,1452,663,168,98,56,0.8428
18,flight_03_085014,1453,661,166,98,56,0.8442
18,flight_03_085014,1454,657,160,97,56,0.8413
18,flight_03_085014,1455,654,162,98,56,0.8456
18,flight_03_085014,1456,653,163,98,55,0.8375
18,flight_03_085014,1457,652,157,98,55,0.8352
18,flight_03_085014,1458,650,160,98,55,0.8405
18,flight_03_085014,1459,649,160,99,54,0.8355
18,flight_03_085014,1460,650,160,98,54,0.8453
18,flight_03_085014,1461,650,161,99,53,0.8418
18,flight_03_085014,1462,651,160,99,54,0.8484
18,flight_03_085014,1463,653,160,99,54,0.8481
18,flight_03_085014,1464,654,159,100,54,0.8465
18,flight_03_085014,1465,657,158,100,54,0.8486
18,flight_03_085014,1466,658,158,100,54,0.8473
18,flight_03_085014,1467,659,157,100,54,0.8445
18,flight_03_085014,1468,661,158,100,54,0.8453
18,flight_03_085014,1469,663,157,100,54,0.8473
18,flight_03_085014,1470,664,157,101,54,0.8421
18,flight_03_085014,1471,667,158,101,53,0.8371
18,flight_03_085014,1472,669,157,101,53,0.84
18,flight_03_085014,1473,671,158,102,52,0.8379
18,flight_03_085014,1474,674,158,102,52,0.8404
18,flight_03_085014,1475,676,158,102,52,0.8402
18,flight_03_085014,1476,680,158,102,51,0.8377
18,flight_03_085014,1477,682,159,102,51,0.8421
18,flight_03_085014,1478,685,160,102,51,0.8415
18,flight_03_085014,1479,686,161,101,51,0.8371
18,flight_03_085014,1480,688,161,101,50,0.8335
18,flight_03_085014,1481,691,162,101,50,0.834
18,flight_03_085014,1482,692,164,100,49,0.8343
18,flight_03_085014,1483,695,165,100,49,0.8359
18,flight_03_085014,1484,697,166,99,48,0.8336
18,flight_03_085014,1485,698,167,98,47,0.8281
18,flight_03_085014,1486,699,168,97,47,0.8315
18,flight_03_085014,1487,702,170,97,47,0.8357
18,flight_03_085014,1488,703,170,97,46,0.834
18,flight_03_085014,1489,705,171,97,46,0.8354
18,flight_03_085014,1490,707,173,97,46,0.8362
18,flight_03_085014,1491,708,174,97,46,0.8361
18,flight_03_085014,1492,710,176,97,46,0.8297
18,flight_03_085014,1493,713,179,96,47,0.8275
18,flight_03_085014,1494,715,179,95,48,0.8183
18,flight_03_085014,1495,717,178,95,49,0.8195
18,flight_03_085014,1496,720,181,94,50,0.8226
18,flight_03_085014,1497,722,179,94,50,0.8249
18,flight_03_085014,1498,725,180,94,50,0.8327
18,flight_03_085014,1499,727,181,94,50,0.8261
18,flight_03_085014,1500,728,179,95,50,0.8303
18,flight_03_085014,1501,730,179,95,49,0.8229
18,flight_03_085014,1502,733,181,95,49,0.8308
18,flight_03_085014,1503,736,181,96,50,0.8334
18,flight_03_085014,1504,737,181,95,50,0.823
18,flight_03_085014,1505,738,181,95,50,0.8281
18,flight_03_085014,1506,745,183,96,50,0.8332
18,flight_03_085014,1507,745,182,96,50,0.825
18,flight_03_085014,1508,747,181,96,50,0.824
18,flight_03_085014,1509,752,182,97,50,0.8219
18,flight_03_085014,1510,753,182,98,50,0.8184
18,flight_03_085014,1511,757,183,99,49,0.82
18,flight_03_085014,1512,758,183,99,49,0.823
18,flight_03_085014,1513,760,184,100,49,0.8166
18,flight_03_085014,1514,767,185,100,49,0.8193
18,flight_03_085014,1515,767,185,100,49,0.8157
18,flight_03_085014,1516,773,186,100,49,0.8219
18,flight_03_085014,1517,771,186,100,49,0.8162
18,flight_03_085014,1518,778,187,100,49,0.8079
18,flight_03_085014,1519,781,186,102,49,0.8141
18,flight_03_085014,1520,779,186,102,48,0.8048
18,flight_03_085014,1521,780,186,104,47,0.794
18,flight_03_085014,1522,783,188,105,47,0.8149
18,flight_03_085014,1523,789,188,104,47,0.8059
18,flight_03_085014,1524,786,186,104,47,0.8061
18,flight_03_085014,1525,794,188,104,47,0.7929
18,flight_03_085014,1526,790,187,105,46,0.8014
18,flight_03_085014,1527,798,188,105,46,0.7953
18,flight_03_085014,1528,793,187,106,46,0.7951
18,flight_03_085014,1529,805,187,105,46,0.7738
18,flight_03_085014,1530,802,187,105,46,0.7669
18,flight_03_085014,1531,815,188,102,46,0.7631
18,flight_03_085014,1532,812,187,101,47,0.7581
18,flight_03_085014,1533,821,189,99,48,0.7496
18,flight_03_085014,1534,823,188,98,48,0.7611
18,flight_03_085014,1535,823,188,97,48,0.7741
18,flight_03_085014,1536,824,187,96,48,0.7843
18,flight_03_085014,1537,827,188,95,49,0.7843
18,flight_03_085014,1538,831,189,94,49,0.7706
18,flight_03_085014,1539,833,182,94,49,0.7593
18,flight_03_085014,1540,835,189,94,50,0.7859
18,flight_03_085014,1541,840,188,93,50,0.754
18,flight_03_085014,1542,840,187,93,50,0.775
18,flight_03_085014,1543,841,190,93,51,0.7878
18,flight_03_085014,1544,844,189,93,52,0.7665
18,flight_03_085014,1545,847,190,92,53,0.7613
18,flight_03_085014,1546,851,188,93,53,0.7785
18,flight_03_085014,1547,855,188,93,53,0.7726
18,flight_03_085014,1548,854,188,94,53,0.7766
18,flight_03_085014,1549,855,186,95,53,0.771
18,flight_03_085014,1550,851,187,97,52,0.7847
18,flight_03_085014,1551,850,187,98,52,0.7832
18,flight_03_085014,1552,850,188,99,52,0.7847
18,flight_03_085014,1553,854,188,100,52,0.8035
18,flight_03_085014,1554,853,188,102,52,0.7791
18,flight_03_085014,1555,853,187,104,52,0.7842
18,flight_03_085014,1556,857,186,106,51,0.7899
18,flight_03_085014,1557,859,188,106,51,0.7912
18,flight_03_085014,1558,860,187,106,51,0.7918
18,flight_03_085014,1559,856,190,109,50,0.7629
18,flight_03_085014,1560,863,189,109,50,0.7973
18,flight_03_085014,1561,863,190,109,50,0.7969
18,flight_03_085014,1562,863,189,109,49,0.7769
18,flight_03_085014,1563,863,191,108,49,0.7789
