seq_id,flight,frame_idx,x,y,w,h,conf
11,flight_01_084727,31,1855,491,10,10,0.6544
11,flight_01_084727,32,1854,491,10,10,0.6284
11,flight_01_084727,33,1853,491,10,10,0.6235
11,flight_01_084727,34,1855,491,10,10,0.6101
11,flight_01_084727,35,1854,491,10,10,0.6326
11,flight_01_084727,36,1852,491,10,10,0.6315
11,flight_01_084727,37,1853,491,10,10,0.6094
11,flight_01_084727,38,1853,491,10,10,0.6236
11,flight_01_084727,39,1849,489,10,10,0.605
11,flight_01_084727,40,1847,483,10,10,0.6215
11,flight_01_084727,41,1849,486,10,10,0.5999
11,flight_01_084727,42,1849,486,10,10,0.6292
11,flight_01_084727,43,1847,483,10,10,0.6085
11,flight_01_084727,44,1846,484,10,10,0.5946
11,flight_01_084727,45,1848,484,10,10,0.6118
11,flight_01_084727,46,1851,488,10,10,0.6099
11,flight_01_084727,47,1848,486,10,10,0.6336
11,flight_01_084727,48,1848,487,10,10,0.6271
11,flight_01_084727,49,1847,488,10,10,0.6315
11,flight_01_084727,50,1849,489,10,10,0.627
11,flight_01_084727,51,1847,492,10,10,0.637
11,flight_01_084727,52,1851,490,10,10,0.626
11,flight_01_084727,53,1848,491,10,10,0.6287
11,flight_01_084727,54,1849,492,10,10,0.6415
11,flight_01_084727,55,1846,492,10,10,0.6369
11,flight_01_084727,56,1841,492,10,10,0.6158
11,flight_01_084727,57,1841,488,10,10,0.627
11,flight_01_084727,58,1841,485,10,10,0.6195
11,flight_01_084727,59,1844,485,10,10,0.6212
11,flight_01_084727,60,1847,485,10,10,0.6353
11,flight_01_084727,61,1849,480,10,10,0.6197
11,flight_01_084727,62,1852,478,10,10,0.6078
7,flight_01_084727,31,1879,459,10,10,0.6481
7,flight_01_084727,32,1878,457,10,10,0.6256
7,flight_01_084727,33,1878,456,10,10,0.662
7,flight_01_084727,34,1877,458,10,10,0.6478
7,flight_01_084727,35,1877,456,10,10,0.6548
7,flight_01_084727,36,1876,458,10,10,0.6501
7,flight_01_084727,37,1876,458,10,10,0.6365
7,flight_01_084727,38,1875,458,10,10,0.6549
7,flight_01_084727,39,1875,459,10,10,0.6526
7,flight_01_084727,40,1875,458,10,10,0.6473
7,flight_01_084727,41,1873,458,10,10,0.6521
7,flight_01_084727,42,1873,459,10,10,0.6398
7,flight_01_084727,43,1873,458,10,10,0.6348
7,flight_01_084727,44,1873,459,10,10,0.6207
7,flight_01_084727,45,1872,460,10,10,0.6494
7,flight_01_084727,46,1873,461,10,10,0.6374
7,flight_01_084727,47,1871,462,10,10,0.6474
7,flight_01_084727,48,1871,463,10,10,0.6426
7,flight_01_084727,49,1871,463,10,10,0.6332
7,flight_01_084727,50,1871,464,10,10,0.6425
7,flight_01_084727,51,1870,465,10,10,0.6364
7,flight_01_084727,52,1870,466,10,10,0.6472
7,flight_01_084727,53,1869,466,10,10,0.6465
7,flight_01_084727,54,1869,468,10,10,0.6255
7,flight_01_084727,55,1869,467,10,10,0.6232
7,flight_01_084727,56,1869,465,10,10,0.6544
7,flight_01_084727,57,1869,464,10,10,0.6527
7,flight_01_084727,58,1869,460,10,10,0.6419
7,flight_01_084727,59,1870,456,10,10,0.6462
7,flight_01_084727,60,1870,451,10,10,0.6191
7,flight_01_084727,61,1872,444,10,10,0.6357
7,flight_01_084727,62,1873,442,10,10,0.5771
7,flight_01_084727,63,1866,442,10,10,0.606
7,flight_01_084727,64,1864,443,10,10,0.6066
7,flight_01_084727,65,1861,443,10,10,0.619
7,flight_01_084727,66,1864,446,10,10,0.6137
7,flight_01_084727,67,1863,444,10,10,0.6068
7,flight_01_084727,68,1860,444,10,10,0.619
7,flight_01_084727,69,1860,441,10,10,0.616
7,flight_01_084727,70,1860,441,10,10,0.6181
6,flight_01_084727,31,1806,433,10,10,0.6612
6,flight_01_084727,32,1804,432,10,10,0.6691
6,flight_01_084727,33,1805,433,10,10,0.6416
6,flight_01_084727,34,1806,433,10,10,0.6552
6,flight_01_084727,35,1804,433,10,10,0.6658
6,flight_01_084727,36,1803,432,10,10,0.6663
6,flight_01_084727,37,1802,433,10,10,0.6373
6,flight_01_084727,38,1804,433,10,10,0.6517
6,flight_01_084727,39,1802,433,10,10,0.6601
6,flight_01_084727,40,1803,433,10,10,0.6566
6,flight_01_084727,41,1801,434,10,10,0.6376
6,flight_01_084727,42,1800,433,10,10,0.6503
6,flight_01_084727,43,1801,434,10,10,0.6481
6,flight_01_084727,44,1799,433,10,10,0.665
6,flight_01_084727,45,1800,434,10,10,0.6322
6,flight_01_084727,46,1798,435,10,10,0.6673
6,flight_01_084727,47,1799,436,10,10,0.6596
6,flight_01_084727,48,1798,436,10,10,0.666
6,flight_01_084727,49,1797,437,10,10,0.6651
6,flight_01_084727,50,1798,438,10,10,0.6626
6,flight_01_084727,51,1796,438,10,10,0.6501
6,flight_01_084727,52,1797,439,10,10,0.6374
6,flight_01_084727,53,1796,441,10,10,0.6377
6,flight_01_084727,54,1796,442,10,10,0.6485
6,flight_01_084727,55,1798,441,10,10,0.6493
6,flight_01_084727,56,1796,441,10,10,0.6605
6,flight_01_084727,57,1796,438,10,10,0.6592
6,flight_01_084727,58,1793,435,10,10,0.6339
6,flight_01_084727,59,1787,432,10,10,0.6129
6,flight_01_084727,60,1787,431,10,10,0.6291
6,flight_01_084727,61,1787,428,10,10,0.5947
6,flight_01_084727,62,1787,428,10,10,0.6216
6,flight_01_084727,63,1788,429,10,10,0.6284
6,flight_01_084727,64,1787,432,10,10,0.6367
6,flight_01_084727,65,1783,426,10,10,0.6144
6,flight_01_084727,66,1783,423,10,10,0.6204
6,flight_01_084727,67,1783,420,10,10,0.6229
6,flight_01_084727,68,1786,421,10,10,0.6289
6,flight_01_084727,69,1789,424,10,10,0.5792
6,flight_01_084727,70,1791,418,10,10,0.6174
6,flight_01_084727,71,1789,418,10,10,0.595
6,flight_01_084727,72,1786,418,10,10,0.6157
6,flight_01_084727,73,1780,419,10,10,0.6536
6,flight_01_084727,74,1780,417,10,10,0.5961
6,flight_01_084727,75,1783,413,10,10,0.6034
6,flight_01_084727,76,1780,416,10,10,0.582
6,flight_01_084727,77,1781,416,10,10,0.5944
6,flight_01_084727,78,1781,414,10,10,0.5927
6,flight_01_084727,79,1780,414,10,10,0.5805
6,flight_01_084727,80,1780,411,10,10,0.5793
6,flight_01_084727,81,1780,410,10,10,0.5841
6,flight_01_084727,82,1779,408,10,10,0.5825
6,flight_01_084727,83,1782,408,10,10,0.5797
6,flight_01_084727,84,1782,405,10,10,0.5694
6,flight_01_084727,85,1782,403,10,10,0.6149
6,flight_01_084727,86,1779,403,10,10,0.6148
6,flight_01_084727,87,1776,403,10,10,0.5698
4,flight_01_084727,31,1900,445,13,10,0.6066
4,flight_01_084727,32,1900,446,13,10,0.6463
4,flight_01_084727,33,1900,445,13,10,0.6495
4,flight_01_084727,34,1899,446,13,10,0.6519
4,flight_01_084727,35,1899,446,13,10,0.647
4,flight_01_084727,36,1898,445,13,10,0.6519
4,flight_01_084727,37,1898,446,13,10,0.6439
4,flight_01_084727,38,1898,446,12,10,0.6513
4,flight_01_084727,39,1898,446,12,10,0.6392
4,flight_01_084727,40,1897,446,12,10,0.6513
4,flight_01_084727,41,1896,447,12,10,0.6514
4,flight_01_084727,42,1895,446,12,10,0.6694
4,flight_01_084727,43,1896,445,12,10,0.6523
4,flight_01_084727,44,1897,446,12,10,0.6526
4,flight_01_084727,45,1895,447,12,10,0.6534
4,flight_01_084727,46,1895,447,12,10,0.6478
4,flight_01_084727,47,1894,449,12,10,0.64
4,flight_01_084727,48,1894,448,12,10,0.6639
4,flight_01_084727,49,1895,450,12,10,0.6662
4,flight_01_084727,50,1894,451,12,10,0.6502
4,flight_01_084727,51,1894,450,12,10,0.6471
4,flight_01_084727,52,1892,452,12,10,0.6639
4,flight_01_084727,53,1891,454,12,10,0.6501
4,flight_01_084727,54,1892,453,12,10,0.6528
4,flight_01_084727,55,1893,452,12,10,0.6103
4,flight_01_084727,56,1892,453,12,10,0.6625
4,flight_01_084727,57,1893,452,12,10,0.6269
4,flight_01_084727,58,1894,448,12,10,0.6373
4,flight_01_084727,59,1895,444,12,10,0.6678
4,flight_01_084727,60,1897,437,12,10,0.6376
4,flight_01_084727,61,1898,429,12,10,0.6417
4,flight_01_084727,62,1899,421,12,10,0.6154
4,flight_01_084727,63,1897,412,12,10,0.5918
4,flight_01_084727,64,1898,401,12,10,0.6075
4,flight_01_084727,65,1900,399,12,10,0.5926
4,flight_01_084727,66,1897,400,12,10,0.6251
4,flight_01_084727,67,1901,401,12,10,0.6169
4,flight_01_084727,68,1902,399,12,10,0.6231
4,flight_01_084727,69,1899,397,12,10,0.6084
4,flight_01_084727,70,1896,394,12,10,0.5949
4,flight_01_084727,71,1900,394,12,10,0.5972
4,flight_01_084727,72,1898,394,12,10,0.5814
4,flight_01_084727,73,1896,394,12,10,0.5976
4,flight_01_084727,74,1895,401,12,10,0.5777
4,flight_01_084727,75,1897,398,12,10,0.593
4,flight_01_084727,76,1894,398,12,10,0.5699
4,flight_01_084727,77,1894,395,12,10,0.631
4,flight_01_084727,78,1891,392,12,10,0.6258
4,flight_01_084727,79,1891,386,12,10,0.5792
4,flight_01_084727,80,1891,383,12,10,0.5692
4,flight_01_084727,81,1891,378,12,10,0.5739
4,flight_01_084727,82,1891,378,12,10,0.5925
4,flight_01_084727,83,1889,375,12,10,0.5817
4,flight_01_084727,84,1886,375,12,10,0.5854
4,flight_01_084727,85,1887,375,12,10,0.5651
4,flight_01_084727,86,1887,372,12,10,0.5954
4,flight_01_084727,87,1888,372,12,10,0.5677
4,flight_01_084727,88,1883,366,13,10,0.5889
4,flight_01_084727,89,1881,367,13,10,0.6407
4,flight_01_084727,90,1880,369,13,10,0.604
4,flight_01_084727,91,1881,373,12,10,0.6159
4,flight_01_084727,92,1880,375,12,10,0.5905
4,flight_01_084727,93,1880,373,12,10,0.5941
4,flight_01_084727,94,1884,371,12,10,0.5676
4,flight_01_084727,95,1885,374,12,10,0.5922
4,flight_01_084727,96,1885,377,12,10,0.6128
4,flight_01_084727,97,1884,380,12,10,0.5878
4,flight_01_084727,98,1888,384,12,10,0.5938
4,flight_01_084727,99,1887,383,12,10,0.5827
1,flight_01_084727,21,1799,498,10,10,0.6588
1,flight_01_084727,22,1799,498,10,10,0.6024
1,flight_01_084727,23,1800,497,10,10,0.6126
1,flight_01_084727,24,1799,496,10,10,0.6168
1,flight_01_084727,25,1800,496,10,10,0.6009
1,flight_01_084727,26,1799,495,10,10,0.6257
1,flight_01_084727,27,1798,496,10,10,0.6062
1,flight_01_084727,28,1797,497,10,10,0.6371
1,flight_01_084727,29,1798,497,10,10,0.6075
1,flight_01_084727,30,1799,497,10,10,0.5979
1,flight_01_084727,31,1798,498,10,10,0.6481
1,flight_01_084727,32,1797,496,10,10,0.6203
1,flight_01_084727,33,1796,497,10,10,0.635
1,flight_01_084727,34,1797,497,10,10,0.6328
1,flight_01_084727,35,1797,496,10,10,0.6517
1,flight_01_084727,36,1798,497,10,10,0.6334
1,flight_01_084727,37,1797,496,10,10,0.6274
1,flight_01_084727,38,1796,497,10,10,0.6373
1,flight_01_084727,39,1797,497,10,10,0.6138
1,flight_01_084727,40,1795,497,10,10,0.6294
1,flight_01_084727,41,1794,497,10,10,0.6199
1,flight_01_084727,42,1793,497,10,10,0.6458
1,flight_01_084727,43,1792,498,10,10,0.6406
1,flight_01_084727,44,1793,498,10,10,0.6026
1,flight_01_084727,45,1792,499,10,10,0.654
1,flight_01_084727,46,1793,499,10,10,0.6267
1,flight_01_084727,47,1792,500,10,10,0.6361
1,flight_01_084727,48,1791,500,10,10,0.6461
1,flight_01_084727,49,1792,499,10,10,0.6289
1,flight_01_084727,50,1792,500,10,10,0.6663
1,flight_01_084727,51,1791,501,10,10,0.6373
1,flight_01_084727,52,1791,500,10,10,0.6532
1,flight_01_084727,53,1790,501,10,10,0.6427
1,flight_01_084727,54,1789,505,10,10,0.6454
1,flight_01_084727,55,1790,505,10,10,0.6353
1,flight_01_084727,56,1789,505,10,10,0.6348
1,flight_01_084727,57,1788,502,10,10,0.6303
1,flight_01_084727,58,1788,500,10,10,0.6467
1,flight_01_084727,59,1785,494,10,10,0.5869
1,flight_01_084727,60,1784,489,10,10,0.5949
1,flight_01_084727,61,1784,486,10,10,0.6152
1,flight_01_084727,62,1788,480,10,10,0.6178
1,flight_01_084727,63,1791,480,10,10,0.5752
1,flight_01_084727,64,1790,486,10,10,0.5727
1,flight_01_084727,65,1787,483,10,10,0.645
1,flight_01_084727,66,1787,478,10,10,0.6048
1,flight_01_084727,67,1784,476,10,10,0.6242
1,flight_01_084727,68,1784,473,10,10,0.6262
1,flight_01_084727,69,1785,470,10,10,0.589
1,flight_01_084727,70,1780,470,10,10,0.6034
1,flight_01_084727,71,1780,470,10,10,0.6246
1,flight_01_084727,72,1777,467,10,10,0.6166
1,flight_01_084727,73,1777,465,10,10,0.6127
1,flight_01_084727,74,1776,462,10,10,0.6042
1,flight_01_084727,75,1777,462,10,10,0.6199
1,flight_01_084727,76,1776,462,10,10,0.609
1,flight_01_084727,77,1776,462,10,10,0.5973
1,flight_01_084727,78,1773,463,10,10,0.5905
1,flight_01_084727,79,1770,459,10,10,0.5952
1,flight_01_084727,80,1770,456,10,10,0.6088
1,flight_01_084727,81,1770,458,10,10,0.5917
1,flight_01_084727,82,1770,458,10,10,0.5995
1,flight_01_084727,83,1772,458,10,10,0.612
1,flight_01_084727,84,1773,458,10,10,0.6143
1,flight_01_084727,85,1773,458,10,10,0.619
1,flight_01_084727,86,1772,458,10,10,0.6219
1,flight_01_084727,87,1770,459,10,10,0.5754
1,flight_01_084727,88,1770,458,11,10,0.5944
1,flight_01_084727,89,1768,459,11,10,0.579
1,flight_01_084727,90,1765,459,11,10,0.5961
1,flight_01_084727,91,1768,456,11,10,0.6126
1,flight_01_084727,92,1768,456,11,10,0.6071
1,flight_01_084727,93,1769,456,11,10,0.6041
1,flight_01_084727,94,1766,454,11,10,0.6035
1,flight_01_084727,95,1765,451,11,10,0.6123
1,flight_01_084727,96,1765,451,11,10,0.6195
1,flight_01_084727,97,1765,451,11,10,0.6031
1,flight_01_084727,98,1765,451,11,10,0.6078
1,flight_01_084727,99,1765,451,11,10,0.6217
1,flight_01_084727,100,1764,451,11,10,0.6073
1,flight_01_084727,101,1764,448,11,10,0.6273
1,flight_01_084727,102,1764,446,11,10,0.6262
1,flight_01_084727,103,1764,445,11,10,0.6269
1,flight_01_084727,104,1764,445,11,10,0.6207
1,flight_01_084727,105,1764,446,11,10,0.6193
1,flight_01_084727,106,1764,445,11,10,0.6229
1,flight_01_084727,107,1764,443,11,10,0.6257
1,flight_01_084727,108,1764,440,11,10,0.5892
1,flight_01_084727,109,1760,441,11,10,0.6267
1,flight_01_084727,110,1757,441,11,10,0.6546
1,flight_01_084727,111,1754,441,11,10,0.5992
1,flight_01_084727,112,1751,444,11,10,0.5998
1,flight_01_084727,113,1750,441,11,10,0.6349
1,flight_01_084727,114,1749,438,11,10,0.6391
1,flight_01_084727,115,1749,436,11,10,0.6229
1,flight_01_084727,116,1750,430,11,10,0.6217
1,flight_01_084727,117,1750,430,11,10,0.6244
1,flight_01_084727,118,1746,431,11,10,0.6021
1,flight_01_084727,119,1745,428,11,10,0.651
1,flight_01_084727,120,1744,428,11,10,0.6441
1,flight_01_084727,121,1745,426,11,10,0.627
1,flight_01_084727,122,1743,423,11,10,0.6243
1,flight_01_084727,123,1742,421,11,10,0.6155
1,flight_01_084727,124,1743,421,11,10,0.6169
1,flight_01_084727,125,1743,421,11,10,0.6303
1,flight_01_084727,126,1740,421,11,10,0.6279
1,flight_01_084727,127,1738,418,11,11,0.6405
1,flight_01_084727,128,1738,415,11,11,0.6259
1,flight_01_084727,129,1736,408,11,11,0.6383
1,flight_01_084727,130,1737,412,11,11,0.6108
1,flight_01_084727,131,1737,413,10,11,0.627
1,flight_01_084727,132,1737,415,10,11,0.6228
1,flight_01_084727,133,1744,415,11,11,0.6126
