seq_id,flight,frame_idx,x,y,w,h,conf
10,flight_02_084915,51,1812,438,10,12,0.6584
10,flight_02_084915,52,1811,437,10,12,0.6676
10,flight_02_084915,53,1810,437,10,13,0.6701
10,flight_02_084915,54,1811,438,10,13,0.6428
10,flight_02_084915,55,1810,437,10,13,0.6399
10,flight_02_084915,56,1808,437,10,13,0.6545
10,flight_02_084915,57,1809,437,10,13,0.6433
10,flight_02_084915,58,1808,438,10,13,0.6623
10,flight_02_084915,59,1809,439,10,12,0.6454
10,flight_02_084915,60,1808,438,10,12,0.6752
10,flight_02_084915,61,1807,439,10,12,0.665
10,flight_02_084915,62,1807,439,10,12,0.6658
10,flight_02_084915,63,1807,440,10,12,0.6698
10,flight_02_084915,64,1806,439,10,12,0.6743
10,flight_02_084915,65,1806,437,10,12,0.6495
10,flight_02_084915,66,1805,434,10,12,0.6643
10,flight_02_084915,67,1805,431,10,12,0.652
10,flight_02_084915,68,1806,424,10,12,0.6239
10,flight_02_084915,69,1807,419,10,12,0.6591
10,flight_02_084915,70,1809,409,10,12,0.6172
10,flight_02_084915,71,1810,401,10,12,0.6371
10,flight_02_084915,72,1811,392,10,12,0.6011
10,flight_02_084915,73,1812,384,10,12,0.6454
10,flight_02_084915,74,1812,374,10,12,0.6131
10,flight_02_084915,75,1816,363,10,12,0.581
10,flight_02_084915,76,1818,353,10,12,0.5901
10,flight_02_084915,77,1819,350,10,12,0.64
10,flight_02_084915,78,1814,350,10,12,0.6618
10,flight_02_084915,79,1814,353,10,12,0.6111
10,flight_02_084915,80,1811,353,10,12,0.6252
10,flight_02_084915,81,1809,353,10,12,0.614
10,flight_02_084915,82,1806,355,10,12,0.6395
10,flight_02_084915,83,1807,352,10,12,0.5928
10,flight_02_084915,84,1807,356,10,12,0.5545
10,flight_02_084915,85,1808,356,10,12,0.6212
10,flight_02_084915,86,1808,352,10,12,0.6043
10,flight_02_084915,87,1801,347,10,12,0.6078
10,flight_02_084915,88,1801,343,10,11,0.6181
10,flight_02_084915,89,1799,338,10,11,0.6503
10,flight_02_084915,90,1800,334,10,11,0.6556
10,flight_02_084915,91,1802,329,10,11,0.6445
10,flight_02_084915,92,1803,325,10,12,0.6738
10,flight_02_084915,93,1803,321,10,11,0.6775
10,flight_02_084915,94,1804,320,10,11,0.6437
10,flight_02_084915,95,1804,319,10,11,0.6483
10,flight_02_084915,96,1805,318,10,11,0.6392
10,flight_02_084915,97,1807,317,10,11,0.645
10,flight_02_084915,98,1808,317,11,11,0.6813
10,flight_02_084915,99,1808,318,11,11,0.6614
10,flight_02_084915,100,1807,319,11,11,0.682
10,flight_02_084915,101,1807,319,11,11,0.6932
10,flight_02_084915,102,1807,320,11,11,0.6893
10,flight_02_084915,103,1807,320,11,11,0.6657
10,flight_02_084915,104,1807,320,11,11,0.6615
10,flight_02_084915,105,1811,320,11,11,0.6497
10,flight_02_084915,106,1812,321,11,11,0.6814
10,flight_02_084915,107,1812,321,11,11,0.6729
10,flight_02_084915,108,1812,322,11,11,0.686
10,flight_02_084915,109,1809,323,11,11,0.6853
10,flight_02_084915,110,1809,324,11,11,0.6823
10,flight_02_084915,111,1807,325,11,11,0.687
10,flight_02_084915,112,1807,327,11,12,0.68
