t_rel,epoch,packet_bytes,sim_time,pos_x,pos_y,pos_z,att_x,att_y,att_z,att_w,vel_x,vel_y,vel_z,gyro_pitch,gyro_roll,gyro_yaw,in_throttle,in_yaw,in_pitch,in_roll,batt_voltage,batt_pct,armed,motor_0,motor_1,motor_2,motor_3
-0.341011,1780552155.641371,97,3.65999698638916,606.0999755859375,1.7123851776123047,523.4000854492188,-0.0007616442162543535,0.2607235610485077,0.00016646229778416455,-0.9654131531715393,5.541557402466424e-05,-2.7865171432495117e-05,-0.0001094881008611992,-0.19547894597053528,0.0065202293917536736,-0.04976547136902809,-0.9833903312683105,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.339325,1780552155.643056,97,3.669996976852417,606.0999755859375,1.7123850584030151,523.4000854492188,-0.000760926865041256,0.26071226596832275,0.00016860834148246795,-0.9654163122177124,4.647316745831631e-05,-2.769380807876587e-05,-0.00013941391080152243,-0.2106151282787323,0.017715446650981903,0.024158066138625145,-0.9833903312683105,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.324533,1780552155.657849,97,3.679996967315674,606.0999755859375,1.7123879194259644,523.4000854492188,-0.0007592601468786597,0.2607012391090393,0.00017005152767524123,-0.9654191732406616,3.583051875466481e-05,-4.544854164123535e-05,-0.00013441609917208552,-0.1922818273305893,0.02865869365632534,0.020635098218917847,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.32324,1780552155.659142,97,3.6899969577789307,606.0999755859375,1.7123878002166748,523.4000854492188,-0.0007574660121463239,0.2606903612613678,0.00017057443619705737,-0.9654222130775452,4.0014998376136646e-05,-2.4870038032531738e-05,-0.0001457868202123791,-0.21499960124492645,0.03242404758930206,0.020002469420433044,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.307892,1780552155.674489,97,3.6999969482421875,606.0999755859375,1.7123876810073853,523.4000854492188,-0.0007552485913038254,0.2606794834136963,0.00017075409414246678,-0.9654251337051392,3.787718742387369e-05,-2.3655593395233154e-05,-0.00014862176612950861,-0.2170093059539795,0.03773009777069092,0.01975357159972191,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.291198,1780552155.691183,97,3.7099969387054443,606.0999755859375,1.7123875617980957,523.4000854492188,-0.0007529495633207262,0.26066863536834717,0.00017082419071812183,-0.9654280543327332,3.7460271414602175e-05,-2.3461878299713135e-05,-0.00014909231686033309,-0.21738922595977783,0.038745902478694916,0.019395310431718826,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.290276,1780552155.692106,97,3.719996929168701,606.0999755859375,1.7123874425888062,523.4000854492188,-0.0007506362162530422,0.26065778732299805,0.00017087286687456071,-0.9654309749603271,3.7373007216956466e-05,-2.3417174816131592e-05,-0.00014918606029823422,-0.2174592912197113,0.03894489258527756,0.019341278821229935,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.27443,1780552155.707952,97,3.729996919631958,606.0999755859375,1.7123873233795166,523.4000854492188,-0.0007483212393708527,0.2606469392776489,0.00017091751215048134,-0.9654338955879211,3.73520961147733e-05,-2.3417174816131592e-05,-0.00014921864203643054,-0.2174883633852005,0.03899342939257622,0.019338302314281464,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.272962,1780552155.709419,97,3.739996910095215,606.0999755859375,1.712387204170227,523.4000854492188,-0.0007460059132426977,0.2606360912322998,0.00017096148803830147,-0.9654368162155151,3.7348305340856314e-05,-2.3417174816131592e-05,-0.00014922887203283608,-0.21749897301197052,0.03899860382080078,0.019344454631209373,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.257931,1780552155.724451,97,3.7499969005584717,606.0999755859375,1.7123870849609375,523.4000854492188,-0.00074369041249156,0.2606252431869507,0.0001710064389044419,-0.9654397368431091,3.734978963620961e-05,-2.3417174816131592e-05,-0.000149238170706667,-0.21751190721988678,0.038995739072561264,0.01935529336333275,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.24093,1780552155.741452,97,3.7599968910217285,606.0999755859375,1.712388277053833,523.4000854492188,-0.0007622219272889197,0.26061519980430603,0.00016580060764681548,-0.9654425382614136,-3.782977000810206e-05,-1.6167759895324707e-05,-7.222729618661106e-05,-0.05693911761045456,0.08594158291816711,0.031116334721446037,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.239578,1780552155.742803,97,3.7699968814849854,606.0999755859375,1.7123881578445435,523.4000854492188,-0.0007626017322763801,0.26060420274734497,0.00016379235603380948,-0.9654453992843628,2.388796565355733e-05,-2.121180295944214e-05,-0.00013972283340990543,-0.19541174173355103,0.049986276775598526,0.020289616659283638,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.224068,1780552155.758314,97,3.779996871948242,606.0999755859375,1.712388038635254,523.4000854492188,-0.0007606305880472064,0.26059338450431824,0.00016342333401553333,-0.9654483199119568,3.4920580219477415e-05,-2.291053533554077e-05,-0.00014810325228609145,-0.21436595916748047,0.04152996465563774,0.01908658817410469,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.220572,1780552155.76181,97,3.789996862411499,606.0999755859375,1.7123879194259644,523.4000854492188,-0.0007583575206808746,0.2605825662612915,0.00016338574641849846,-0.9654512405395508,3.6916368117090315e-05,-2.3312866687774658e-05,-0.0001490666763857007,-0.21702347695827484,0.03949747979640961,0.019169820472598076,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.188418,1780552155.793963,97,3.799996852874756,606.0999755859375,1.7123878002166748,523.4000854492188,-0.0007560459198430181,0.26057177782058716,0.00016341426817234606,-0.9654542803764343,3.728629235411063e-05,-2.339482307434082e-05,-0.00014917411317583174,-0.21741662919521332,0.03904814273118973,0.019238688051700592,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.186848,1780552155.795533,97,3.8099968433380127,606.0999755859375,1.7123876810073853,523.4000854492188,-0.0007537308847531676,0.26056092977523804,0.0001634546060813591,-0.9654570817947388,3.733946869033389e-05,-2.3409724235534668e-05,-0.00014918505621608347,-0.21746300160884857,0.038970984518527985,0.019266799092292786,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.185401,1780552155.79698,97,3.8199968338012695,606.0999755859375,1.7123875617980957,523.4000854492188,-0.000751414627302438,0.2605501413345337,0.0001634981599636376,-0.9654601216316223,3.7356723623815924e-05,-2.3417174816131592e-05,-0.00014919716340955347,-0.21749113500118256,0.03894750028848648,0.019279837608337402,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.15702,1780552155.825361,97,3.8299968242645264,606.0999755859375,1.7123874425888062,523.4000854492188,-0.0007490990683436394,0.26053929328918457,0.00016354149556718767,-0.9654629230499268,3.7351168430177495e-05,-2.3417174816131592e-05,-0.00014920998364686966,-0.2175036519765854,0.03895799443125725,0.01928514614701271,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.156186,1780552155.826196,97,3.839996814727783,606.0999755859375,1.7123873233795166,523.4000854492188,-0.0007467833929695189,0.26052844524383545,0.00016358574794139713,-0.9654658436775208,3.735049540409818e-05,-2.3417174816131592e-05,-0.00014921541151124984,-0.21750828623771667,0.038954854011535645,0.01929471082985401,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.155371,1780552155.827011,97,3.84999680519104,606.0999755859375,1.712387204170227,523.4000854492188,-0.0007444682996720076,0.2605176270008087,0.00016362957831006497,-0.9654688835144043,3.7348079786170274e-05,-2.3417174816131592e-05,-0.00014922430273145437,-0.21751876175403595,0.038956474512815475,0.019304487854242325,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.140101,1780552155.842281,97,3.859996795654297,606.0999755859375,1.712388038635254,523.4000854492188,-0.0007649419130757451,0.26050910353660583,0.0001739031431498006,-0.9654711484909058,7.64991418691352e-05,-6.225705146789551e-05,-2.1452578948810697e-05,-0.08283279836177826,-0.11221834272146225,0.016686299815773964,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.139107,1780552155.843275,97,3.8699967861175537,606.0999755859375,1.7123878002166748,523.4000854492188,-0.0007665570010431111,0.2604968845844269,0.00017676256538834423,-0.9654744267463684,4.551828533294611e-05,-2.9034912586212158e-05,-0.00012938128202222288,-0.19526398181915283,0.009396461769938469,0.03203704208135605,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.123425,1780552155.858957,97,3.8799967765808105,606.0999755859375,1.7123876810073853,523.4000854492188,-0.0007648427854292095,0.26048582792282104,0.00017732236301526427,-0.9654774069786072,3.901000673067756e-05,-2.4393200874328613e-05,-0.00014606033801101148,-0.2142210602760315,0.03372657299041748,0.02138613909482956,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.122479,1780552155.859902,97,3.8899967670440674,606.0999755859375,1.7123875617980957,523.4000854492188,-0.0007626203005202115,0.26047495007514954,0.00017746197408996522,-0.9654803276062012,3.7685447750845924e-05,-2.3595988750457764e-05,-0.00014868314610794187,-0.21700309216976166,0.03797966241836548,0.01963549107313156,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.106565,1780552155.875817,97,3.899996757507324,606.0999755859375,1.7123874425888062,523.4000854492188,-0.0007603193516843021,0.2604641020298004,0.00017752469284459949,-0.9654832482337952,3.741793261724524e-05,-2.3446977138519287e-05,-0.00014911129255779088,-0.2174195945262909,0.038737744092941284,0.019355082884430885,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
-0.0899,1780552155.892482,97,3.909996747970581,606.0999755859375,1.7123873233795166,523.4000854492188,-0.0007580065866932273,0.2604532539844513,0.00017757283058017492,-0.9654861688613892,3.735729114850983e-05,-2.3424625396728516e-05,-0.00014918472152203321,-0.21747903525829315,0.038881685584783554,0.019314538687467575,-1.0,0.005378972738981247,0.0044052861630916595,-0.003426333423703909,1.0,0.0,1,1194.4605712890625,1194.4605712890625,1194.4605712890625,1194.4605712890625
